# base_item_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: metadata_path	display_name
Metadata/Items/Armours/BodyArmours/FourBodyDexInt1Cruel	Ascetic Garb
Metadata/Items/Armours/BodyArmours/FourBodyDexInt2Cruel	Oiled Jacket
Metadata/Items/Armours/BodyArmours/FourBodyDexInt3Cruel	Evangelist Garb
Metadata/Items/Armours/BodyArmours/FourBodyDexInt4Cruel	Itinerant Jacket
Metadata/Items/Armours/BodyArmours/FourBodyDexInt5Cruel	Hatungo Garb
Metadata/Items/Armours/BodyArmours/FourBodyDexInt6Cruel	Hawker's Jacket
Metadata/Items/Armours/Helmets/FourHelmetStr1Cruel	Corroded Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr2Cruel	Mercenary Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr3Cruel	Homeguard Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr4Cruel	Elegant Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr5Cruel	Noble Greathelm
Metadata/Items/Armours/Helmets/FourHelmetDex1Cruel	Rotted Hood
Metadata/Items/Armours/Helmets/FourHelmetDex2Cruel	Wool Cap
Metadata/Items/Armours/Helmets/FourHelmetDex3Cruel	Narrow Hood
Metadata/Items/Armours/Helmets/FourHelmetDex4Cruel	Wrapped Cap
Metadata/Items/Armours/Helmets/FourHelmetDex5Cruel	Deerstalker Hood
Metadata/Items/Armours/Helmets/FourHelmetInt1Cruel	Druidic Circlet
Metadata/Items/Armours/Helmets/FourHelmetInt2Cruel	Avian Tiara
Metadata/Items/Armours/Helmets/FourHelmetInt3Cruel	Desert Circlet
Metadata/Items/Armours/Helmets/FourHelmetInt4Cruel	Sandsworn Tiara
Metadata/Items/Armours/Helmets/FourHelmetInt5Cruel	Jungle Tiara
Metadata/Items/Armours/Helmets/FourHelmetStrDex1Cruel	Domed Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex2Cruel	Engraved Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex3Cruel	Soldier Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex4Cruel	Cabalist Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex5Cruel	Gladiatoral Helm
Metadata/Items/Armours/Helmets/FourHelmetStrInt1Cruel	Mailed Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt2Cruel	Forest Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt3Cruel	Zealot Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt4Cruel	Hallowed Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt5Cruel	Inquisitor Crown
Metadata/Items/Armours/Helmets/FourHelmetDexInt1Cruel	Oak Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt2Cruel	Bandit Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt3Cruel	Skulking Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt4Cruel	Pariah Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt5Cruel	Avian Mask
Metadata/Items/Armours/Gloves/FourGlovesStr2Cruel	Plated Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr3Cruel	Elegant Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr4Cruel	Ancient Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr5Cruel	Feathered Mitts
Metadata/Items/Armours/Gloves/FourGlovesDex2Cruel	Hunting Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex3Cruel	Swift Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex4Cruel	Refined Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex5Cruel	Spiked Bracers
Metadata/Items/Armours/Gloves/FourGlovesInt2Cruel	Ominous Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt3Cruel	Embellished Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt4Cruel	Baroque Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt5Cruel	Gold Gloves
Metadata/Items/Armours/Gloves/FourGlovesStrDex1Cruel	Ironmail Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex2Cruel	Captain Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex3Cruel	Zealot Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrInt1Cruel	Braided Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt2Cruel	Heirloom Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt3Cruel	Ornate Cuffs
Metadata/Items/Armours/Gloves/FourGlovesDexInt1Cruel	Bandage Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt2Cruel	Cambric Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt3Cruel	Adorned Wraps
Metadata/Items/Armours/Boots/FourBootsStr2Cruel	Plated Greaves
Metadata/Items/Armours/Boots/FourBootsStr3Cruel	Lionheart Greaves
Metadata/Items/Armours/Boots/FourBootsStr4Cruel	Elegant Greaves
Metadata/Items/Armours/Boots/FourBootsStr5Cruel	Carved Greaves
Metadata/Items/Armours/Boots/FourBootsDex2Cruel	Bound Boots
Metadata/Items/Armours/Boots/FourBootsDex3Cruel	Sleek Boots
Metadata/Items/Armours/Boots/FourBootsDex4Cruel	Studded Boots
Metadata/Items/Armours/Boots/FourBootsDex5Cruel	Serpentscale Boots
Metadata/Items/Armours/Boots/FourBootsInt2Cruel	Laced Sandals
Metadata/Items/Armours/Boots/FourBootsInt3Cruel	Bangled Sandals
Metadata/Items/Armours/Boots/FourBootsInt4Cruel	Elegant Slippers
Metadata/Items/Armours/Boots/FourBootsInt5Cruel	Dunerunner Sandals
Metadata/Items/Armours/Boots/FourBootsStrDex1Cruel	Soldiering Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex2Cruel	Goldwork Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex3Cruel	Bastion Sabatons
Metadata/Items/Armours/Boots/FourBootsStrInt1Cruel	Adherent Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt2Cruel	Bound Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt3Cruel	Shamanistic Leggings
Metadata/Items/Armours/Boots/FourBootsDexInt1Cruel	Wayfarer Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt2Cruel	Silverbuckled Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt3Cruel	Treerunner Shoes
Metadata/Items/Armours/Shields/FourShieldStr2Cruel	Aged Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr3Cruel	Metalworked Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr5Cruel	Cultist Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr6Cruel	Bulwark Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr7Cruel	Noble Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr8Cruel	Goldworked Tower Shield
Metadata/Items/Armours/Shields/FourShieldStrDex1Cruel	Ironwood Targe
Metadata/Items/Armours/Shields/FourShieldStrDex2Cruel	Fur-lined Targe
Metadata/Items/Armours/Shields/FourShieldStrDex3Cruel	Mercenary Targe
Metadata/Items/Armours/Shields/FourShieldStrDex4Cruel	Polished Targe
Metadata/Items/Armours/Shields/FourShieldStrDex5Cruel	Stone Targe
Metadata/Items/Armours/Shields/FourShieldStrDex6Cruel	Avian Targe
Metadata/Items/Armours/Shields/FourShieldStrInt1Cruel	Painted Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt2Cruel	Engraved Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt3Cruel	Descry Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt4Cruel	Dekharan Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt5Cruel	Quartered Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt6Cruel	Glowering Crest Shield
Metadata/Items/Armours/Shields/FourShieldDex2Cruel	Oak Buckler
Metadata/Items/Armours/Shields/FourShieldDex3Cruel	Painted Buckler
Metadata/Items/Armours/Shields/FourShieldDex5Cruel	Coiled Buckler
Metadata/Items/Armours/Shields/FourShieldDex6Cruel	Spikeward Buckler
Metadata/Items/Armours/Shields/FourShieldDex7Cruel	Jingling Buckler
Metadata/Items/Armours/Shields/FourShieldDex8Cruel	Bladeguard Buckler
Metadata/Items/Armours/Focii/FourFocus2Cruel	Wreath Focus
Metadata/Items/Armours/Focii/FourFocus3Cruel	Staghorn Focus
Metadata/Items/Armours/Focii/FourFocus5Cruel	Jingling Focus
Metadata/Items/Armours/Focii/FourFocus6Cruel	Arrayed Focus
Metadata/Items/Armours/Focii/FourFocus7Cruel	Cultist Focus
Metadata/Items/Armours/Focii/FourFocus8Cruel	Hallowed Focus
Metadata/Items/Armours/BodyArmours/FourBodyStr3Endgame	Soldier Cuirass
Metadata/Items/Armours/BodyArmours/FourBodyStr6Endgame	Ornate Plate
Metadata/Items/Armours/BodyArmours/FourBodyStr8Endgame	Utzaal Cuirass
Metadata/Items/Armours/BodyArmours/FourBodyStr10Endgame	Warlord Cuirass
Metadata/Items/Armours/BodyArmours/FourBodyDex3Endgame	Swiftstalker Coat
Metadata/Items/Armours/BodyArmours/FourBodyDex6Endgame	Slipstrike Vest
Metadata/Items/Armours/BodyArmours/FourBodyDex8Endgame	Wyrmscale Coat
Metadata/Items/Armours/BodyArmours/FourBodyDex10Endgame	Corsair Coat
Metadata/Items/Armours/BodyArmours/FourBodyInt3Endgame	Vile Robe
Metadata/Items/Armours/BodyArmours/FourBodyInt6Endgame	Flowing Raiment
Metadata/Items/Armours/BodyArmours/FourBodyInt8Endgame	Sacramental Robe
Metadata/Items/Armours/BodyArmours/FourBodyInt10Endgame	Feathered Raiment
Metadata/Items/Armours/BodyArmours/FourBodyStrDex2Endgame	Dastard Armour
Metadata/Items/Armours/BodyArmours/FourBodyStrDex4aEndgame	Shrouded Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrDex4bEndgame	Shrouded Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrDex4cEndgame	Shrouded Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrDex6Endgame	Death Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrDex8Endgame	Thane Mail
Metadata/Items/Armours/BodyArmours/FourBodyStrInt2Endgame	Wolfskin Mantle
Metadata/Items/Armours/BodyArmours/FourBodyStrInt4Endgame	Conjurer Mantle
Metadata/Items/Armours/BodyArmours/FourBodyStrInt6Endgame	Death Mantle
Metadata/Items/Armours/BodyArmours/FourBodyStrInt8Endgame	Seastorm Mantle
Metadata/Items/Armours/BodyArmours/FourBodyDexInt2Endgame	Sleek Jacket
Metadata/Items/Armours/BodyArmours/FourBodyDexInt4Endgame	Rambler Jacket
Metadata/Items/Armours/BodyArmours/FourBodyDexInt6Endgame	Falconer's Jacket
Metadata/Items/Armours/BodyArmours/FourBodyDexInt8Endgame	Austere Garb
Metadata/Items/Armours/Helmets/FourHelmetStr2Endgame	Warmonger Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr4Endgame	Masked Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr5Endgame	Paragon Greathelm
Metadata/Items/Armours/Helmets/FourHelmetStr7Endgame	Imperial Greathelm
Metadata/Items/Armours/Helmets/FourHelmetDex2Endgame	Woven Cap
Metadata/Items/Armours/Helmets/FourHelmetDex4Endgame	Desert Cap
Metadata/Items/Armours/Helmets/FourHelmetDex5Endgame	Trapper Hood
Metadata/Items/Armours/Helmets/FourHelmetDex7Endgame	Freebooter Cap
Metadata/Items/Armours/Helmets/FourHelmetInt2Endgame	Skycrown Tiara
Metadata/Items/Armours/Helmets/FourHelmetInt4Endgame	Sorcerous Tiara
Metadata/Items/Armours/Helmets/FourHelmetInt5Endgame	Kamasan Tiara
Metadata/Items/Armours/Helmets/FourHelmetInt8Endgame	Ancestral Tiara
Metadata/Items/Armours/Helmets/FourHelmetStrDex2Endgame	Warded Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex4Endgame	Cryptic Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex5Endgame	Champion Helm
Metadata/Items/Armours/Helmets/FourHelmetStrDex6Endgame	Gladiatorial Helm
Metadata/Items/Armours/Helmets/FourHelmetStrInt2Endgame	Druidic Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt4Endgame	Saintly Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt5Endgame	Divine Crown
Metadata/Items/Armours/Helmets/FourHelmetStrInt6Endgame	Cryptic Crown
Metadata/Items/Armours/Helmets/FourHelmetDexInt2Endgame	Brigand Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt4Endgame	Faridun Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt5Endgame	Soaring Mask
Metadata/Items/Armours/Helmets/FourHelmetDexInt6Endgame	Grinning Mask
Metadata/Items/Armours/Gloves/FourGlovesStr2Endgame	Knightly Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr4Endgame	Ornate Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr5Endgame	Vaal Mitts
Metadata/Items/Armours/Gloves/FourGlovesStr6Endgame	Massive Mitts
Metadata/Items/Armours/Gloves/FourGlovesDex2Endgame	Stalking Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex4Endgame	Grand Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex5Endgame	Barbed Bracers
Metadata/Items/Armours/Gloves/FourGlovesDex6Endgame	Polished Bracers
Metadata/Items/Armours/Gloves/FourGlovesInt2Endgame	Grim Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt4Endgame	Opulent Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt5Endgame	Vaal Gloves
Metadata/Items/Armours/Gloves/FourGlovesInt6Endgame	Sirenscale Gloves
Metadata/Items/Armours/Gloves/FourGlovesStrDex1Endgame	Steelmail Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex2Endgame	Commander Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex3Endgame	Cultist Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrDex4Endgame	Blacksteel Gauntlets
Metadata/Items/Armours/Gloves/FourGlovesStrInt1Endgame	Bound Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt2Endgame	Ancient Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt3Endgame	Gleaming Cuffs
Metadata/Items/Armours/Gloves/FourGlovesStrInt4Endgame	Adherent Cuffs
Metadata/Items/Armours/Gloves/FourGlovesDexInt1Endgame	War Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt2Endgame	Elegant Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt3Endgame	Vaal Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexInt4Endgame	Secured Wraps
Metadata/Items/Armours/Gloves/FourGlovesDexIntAscendancy	[DNT-UNUSED] Hand Wraps
Metadata/Items/Armours/Boots/FourBootsStr2Endgame	Bulwark Greaves
Metadata/Items/Armours/Boots/FourBootsStr4Endgame	Ornate Greaves
Metadata/Items/Armours/Boots/FourBootsStr5Endgame	Vaal Greaves
Metadata/Items/Armours/Boots/FourBootsStr6Endgame	Tasalian Greaves
Metadata/Items/Armours/Boots/FourBootsDex2Endgame	Cinched Boots
Metadata/Items/Armours/Boots/FourBootsDex4Endgame	Cavalry Boots
Metadata/Items/Armours/Boots/FourBootsDex5Endgame	Dragonscale Boots
Metadata/Items/Armours/Boots/FourBootsDex6Endgame	Drakeskin Boots
Metadata/Items/Armours/Boots/FourBootsInt2Endgame	Bound Sandals
Metadata/Items/Armours/Boots/FourBootsInt4Endgame	Luxurious Slippers
Metadata/Items/Armours/Boots/FourBootsInt5Endgame	Sandsworn Sandals
Metadata/Items/Armours/Boots/FourBootsInt6Endgame	Sekhema Sandals
Metadata/Items/Armours/Boots/FourBootsStrDex1Endgame	Veteran Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex2Endgame	Noble Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex3Endgame	Fortress Sabatons
Metadata/Items/Armours/Boots/FourBootsStrDex4Endgame	Blacksteel Sabatons
Metadata/Items/Armours/Boots/FourBootsStrInt1Endgame	Faithful Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt2Endgame	Apostle Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt3Endgame	Warlock Leggings
Metadata/Items/Armours/Boots/FourBootsStrInt4Endgame	Cryptic Leggings
Metadata/Items/Armours/Boots/FourBootsDexInt1Endgame	Wanderer Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt2Endgame	Charmed Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt3Endgame	Quickslip Shoes
Metadata/Items/Armours/Boots/FourBootsDexInt4Endgame	Daggerfoot Shoes
Metadata/Items/Armours/Shields/FourShieldStr3Endgame	Royal Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr6Endgame	Fortress Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr8Endgame	Vaal Tower Shield
Metadata/Items/Armours/Shields/FourShieldStr10Endgame	Tawhoan Tower Shield
Metadata/Items/Armours/Shields/FourShieldStrDex2Endgame	Mammoth Targe
Metadata/Items/Armours/Shields/FourShieldStrDex4Endgame	Baroque Targe
Metadata/Items/Armours/Shields/FourShieldStrDex6Endgame	Soaring Targe
Metadata/Items/Armours/Shields/FourShieldStrDex10Endgame	Golden Targe
Metadata/Items/Armours/Shields/FourShieldStrInt2Endgame	Intricate Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt4Endgame	Sekheman Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt6Endgame	Vaal Crest Shield
Metadata/Items/Armours/Shields/FourShieldStrInt7Endgame	Blacksteel Crest Shield
Metadata/Items/Armours/Shields/FourShieldDex3Endgame	Ornate Buckler
Metadata/Items/Armours/Shields/FourShieldDex6Endgame	Gutspike Buckler
Metadata/Items/Armours/Shields/FourShieldDex8Endgame	Ancient Buckler
Metadata/Items/Armours/Shields/FourShieldDex9Endgame	Desert Buckler
Metadata/Items/Armours/Focii/FourFocus3Endgame	Druidic Focus
Metadata/Items/Armours/Focii/FourFocus6Endgame	Leyline Focus
Metadata/Items/Armours/Focii/FourFocus8Endgame	Sacred Focus
Metadata/Items/Armours/Focii/FourFocus10Endgame	Tasalian Focus
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace3Endgame	Flanged Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace6Endgame	Crown Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace2Endgame	Molten Hammer
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace5Endgame	Strife Pick
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace8Endgame	Fortified Hammer
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace7Endgame	Marauding Mace
Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/FourOneHandMace10Endgame	Akoyan Club
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace3Endgame	Anvil Maul
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace6Endgame	Sacred Maul
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace2Endgame	Ironwood Greathammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace5Endgame	Fanatic Greathammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace8Endgame	Ruination Maul
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace7Endgame	Massive Greathammer
Metadata/Items/Weapons/TwoHandWeapons/TwoHandMaces/FourTwoHandMace10Endgame	Tawhoan Greatclub
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff3Endgame	Sinister Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff5Endgame	Lunar Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff2Endgame	Striking Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff4Endgame	Bolting Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff8Endgame	Aegis Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff7Endgame	Razor Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff9Endgame	Skullcrusher Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Staves/FourQuarterstaff10Endgame	Dreaming Quarterstaff
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow2Endgame	Ironwood Shortbow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow5Endgame	Cavalry Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow3Endgame	Guardian Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow6Endgame	Gemini Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow7Endgame	Fanatic Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow8Endgame	Warmonger Bow
Metadata/Items/Weapons/TwoHandWeapons/Bows/FourBow9Endgame	Obliterator Bow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow3Endgame	Stout Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow4Endgame	Engraved Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow2Endgame	Flexed Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow5Endgame	Gemini Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow7Endgame	Siege Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow8Endgame	Desolate Crossbow
Metadata/Items/Weapons/TwoHandWeapons/Crossbows/FourCrossbow10Endgame	Elegant Crossbow
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear2Endgame	Orichalcum Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear4Endgame	Soaring Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear6Endgame	Pronged Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear3Endgame	Stalking Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear5Endgame	Flying Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear8Endgame	Grand Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear7Endgame	Spiked Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear9Endgame	Guardian Spear
Metadata/Items/Weapons/OneHandWeapons/OneHandSpears/FourSpear10Endgame	Akoyan Spear
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman2Endgame	Spiny Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman3Endgame	Ashbark Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman4Endgame	Fang Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman5Endgame	Fungal Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman6Endgame	Alpha Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman7Endgame	Maji Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman8Endgame	Wildwood Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman9Endgame	Thunder Talisman
Metadata/Items/Weapons/TwoHandWeapons/Talismans/Talisman10Endgame	Jade Talisman
Metadata/Items/QuestItems/Gallows/Act1/Lute	Una's Lute
Metadata/Items/QuestItems/Gallows/Act1/Spikes	Runed Spikes
Metadata/Items/QuestItems/Gallows/Act1/CroneDrop	Head of the Winter Wolf
Metadata/Items/QuestItems/Gallows/Act1/ManorGargoyleDrop	Candlemass' Essence
Metadata/Items/QuestItems/Gallows/Act1/ManorGargoyleDropCruel	Candlemass' Essence
Metadata/Items/QuestItems/Gallows/Act1/FinnsPotion	Vagrant's Brew
Metadata/Items/QuestItems/Gallows/Act1/RunedArtifact1	Runed Girdle
Metadata/Items/QuestItems/Gallows/Act1/RunedArtifact2	Runed Guard
Metadata/Items/QuestItems/Gallows/Act1/RunedArtifact3	Runed Skull Cap
Metadata/Items/QuestItems/Gallows/Act1/GraveyardKey1	Asinia's Memorial Key Piece
Metadata/Items/QuestItems/Gallows/Act1/GraveyardKey2	Draven's Memorial Key Piece
Metadata/Items/QuestItems/Gallows/Act1/RingOfTheCount	Count Lachlann's Ring
Metadata/Items/QuestItems/Gallows/Act1/AncestralSteel	Ancestral Steel
Metadata/Items/QuestItems/Gallows/Act1/CrowbellSkillBook	Book of Specialisation
Metadata/Items/QuestItems/Gallows/Act1/UnaSkillBook	Book of Specialisation
Metadata/Items/QuestItems/Gallows/Act1/ScarecrowDrop	[DNT-UNUSED] Scarecrow Drop
